make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,comb08,highway08,city08
Ford,F150 Pickup 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,8.0,4.6,-1,21.250714285714285,3150,14,17,13
Ford,F150 Pickup 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,8.0,5.4,-1,21.250714285714285,3150,14,16,12
Ford,Ranger Pickup 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,4.0,-1,19.834,2950,15,17,14
Ford,Ranger Pickup 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,4.0,-1,18.594375,2750,16,19,15
GMC,Sierra 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,4.3,-1,18.594375,2750,16,18,14
GMC,Sierra 1500 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,4.3,-1,19.834,2950,15,16,13
GMC,Sierra 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,8.0,4.8,-1,19.834,2950,15,17,14
GMC,Sierra 1500 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,8.0,4.8,-1,19.834,2950,15,18,13
GMC,Sierra 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,8.0,5.3,-1,21.250714285714285,3150,14,16,13
GMC,Sonoma 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,4.3,-1,18.594375,2750,16,19,14
GMC,Sonoma 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,4.3,-1,17.500588235294117,2600,17,20,15
Isuzu,Hombre Pickup 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,4.3,-1,18.594375,2750,16,19,14
Isuzu,Hombre Pickup 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,4.3,-1,17.500588235294117,2600,17,20,15
Mazda,B4000 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,4.0,-1,19.834,2950,15,17,14
Mazda,B4000 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,4.0,-1,18.594375,2750,16,19,15
Nissan,Frontier 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,4.0,2.4,-1,17.500588235294117,2600,17,19,16
Nissan,Frontier V6 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,3.3,-1,19.834,2950,15,17,14
Nissan,Frontier V6 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,3.3,-1,19.834,2950,15,17,15
Toyota,Tacoma 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,4.0,2.7,-1,16.528333333333336,2450,18,20,17
Toyota,Tacoma 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,4.0,2.7,-1,17.500588235294117,2600,17,19,15
Toyota,Tacoma 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,3.4,-1,18.594375,2750,16,18,15
Toyota,Tacoma 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,3.4,-1,18.594375,2750,16,18,15
Toyota,Tundra 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,6.0,3.4,-1,19.834,2950,15,16,14
Toyota,Tundra 4WD,2000,Manual,4WD,2000-2010,Gas,Truck,6.0,3.4,-1,19.834,2950,15,16,14
Toyota,Tundra 4WD,2000,Automatic,4WD,2000-2010,Gas,Truck,8.0,4.7,-1,21.250714285714285,3150,14,16,13
Chevrolet,Astro 2WD (cargo),2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,17.500588235294117,2600,17,20,15
Chevrolet,Astro AWD (cargo),2000,Automatic,4WD,2000-2010,Gas,Van,6.0,4.3,-1,18.594375,2750,16,18,14
Chevrolet,Van 1500/2500 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,19.834,2950,15,17,13
Chevrolet,Van 1500/2500 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.0,-1,19.834,2950,15,17,13
Chevrolet,Van 1500/2500 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.7,-1,21.250714285714285,3150,14,17,12
Dodge,B1500 Van 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.9,-1,21.250714285714285,3150,14,16,13
Dodge,B1500 Van 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.2,-1,21.250714285714285,3150,14,17,12
Dodge,B1500 Van 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.9,-1,22.885384615384616,3400,13,16,11
Dodge,B2500 Van 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.2,-1,21.250714285714285,3150,14,17,12
Dodge,B2500 Van 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.9,-1,22.885384615384616,3400,13,17,11
Ford,E150 Econoline 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.2,-1,21.250714285714285,3150,14,17,13
Ford,E150 Econoline 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,4.6,-1,19.834,2950,15,18,13
Ford,E150 Econoline 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.4,-1,19.834,2950,15,18,13
Ford,E250 Econoline 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.2,-1,21.250714285714285,3150,14,16,12
Ford,E250 Econoline 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.4,-1,22.885384615384616,3400,13,17,12
GMC,Savana 1500/2500 2WD (cargo),2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,19.834,2950,15,17,13
GMC,Savana 1500/2500 2WD (cargo),2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.0,-1,19.834,2950,15,17,13
GMC,Savana 1500/2500 2WD (cargo),2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.7,-1,21.250714285714285,3150,14,16,12
GMC,Safari 2WD (cargo),2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,17.500588235294117,2600,17,20,15
GMC,Safari AWD (cargo),2000,Automatic,4WD,2000-2010,Gas,Van,6.0,4.3,-1,18.594375,2750,16,18,14
Chevrolet,Astro 2WD (passenger),2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,18.594375,2750,16,19,15
Chevrolet,Astro AWD (passenger),2000,Automatic,4WD,2000-2010,Gas,Van,6.0,4.3,-1,19.834,2950,15,18,13
Chevrolet,Express 1500/2500 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,21.250714285714285,3150,14,16,13
Chevrolet,Express 1500/2500 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.0,-1,21.250714285714285,3150,14,16,13
Chevrolet,Express 1500/2500 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.7,-1,21.250714285714285,3150,14,17,12
Dodge,B1500 Wagon 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.9,-1,21.250714285714285,3150,14,15,13
Dodge,B1500 Wagon 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.2,-1,21.250714285714285,3150,14,17,12
Dodge,B2500 Wagon 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.2,-1,24.7925,3700,12,14,11
Dodge,B2500 Wagon 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.9,-1,22.885384615384616,3400,13,17,11
Ford,E150 Club Wagon,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.2,-1,21.250714285714285,3150,14,16,12
Ford,E150 Club Wagon,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,4.6,-1,19.834,2950,15,17,13
Ford,E150 Club Wagon,2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.4,-1,22.885384615384616,3400,13,16,12
GMC,Savana 1500/2500 2WD (Passenger),2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,21.250714285714285,3150,14,16,13
GMC,Savana 1500/2500 2WD (Passenger),2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.0,-1,21.250714285714285,3150,14,16,13
GMC,Savana 1500/2500 2WD (Passenger),2000,Automatic,2WD,2000-2010,Gas,Van,8.0,5.7,-1,21.250714285714285,3150,14,17,12
GMC,Safari 2WD (Passenger),2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.3,-1,18.594375,2750,16,19,15
GMC,Safari AWD (Passenger),2000,Automatic,4WD,2000-2010,Gas,Van,6.0,4.3,-1,19.834,2950,15,18,13
Ford,Postal Vehicle,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,4.0,-1,19.834,2950,15,17,14
Volkswagen,Eurovan Camper,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,2.8,-1,21.250714285714285,3150,14,17,13
Chevrolet,Venture FWD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.4,-1,15.65842105263158,2300,19,24,17
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.3,-1,16.528333333333336,2450,18,22,16
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.8,-1,16.528333333333336,2450,18,22,15
Dodge,Caravan/Grand Caravan 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,4.0,2.4,-1,14.8755,2200,20,24,18
Dodge,Caravan/Grand Caravan 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.0,-1,15.65842105263158,2300,19,23,16
Dodge,Caravan/Grand Caravan 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.3,-1,15.65842105263158,2300,19,23,16
Dodge,Caravan/Grand Caravan 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.8,-1,16.528333333333336,2450,18,22,15
Dodge,Caravan/Grand Caravan 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.8,-1,16.528333333333336,2450,18,22,15
Ford,Windstar FWD Cargo Van,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.0,-1,17.500588235294117,2600,17,21,15
Ford,Windstar FWD Cargo Van,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.8,-1,16.528333333333336,2450,18,21,16
Ford,Windstar FWD Wagon,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.0,-1,17.500588235294117,2600,17,21,15
Ford,Windstar FWD Wagon,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.8,-1,17.500588235294117,2600,17,21,15
Honda,Odyssey,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.5,-1,15.65842105263158,2300,19,23,16
Mazda,MPV,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,2.5,-1,16.528333333333336,2450,18,21,16
Mercury,Villager FWD Wagon,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.3,-1,16.528333333333336,2450,18,22,15
Nissan,Quest,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.3,-1,16.528333333333336,2450,18,22,15
Oldsmobile,Silhouette 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.4,-1,15.65842105263158,2300,19,24,17
Plymouth,Voyager/Grand Voyager 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,4.0,2.4,-1,14.8755,2200,20,24,18
Plymouth,Voyager/Grand Voyager 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.0,-1,15.65842105263158,2300,19,23,16
Plymouth,Voyager/Grand Voyager 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.3,-1,15.65842105263158,2300,19,23,16
Plymouth,Voyager/Grand Voyager 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.8,-1,16.528333333333336,2450,18,22,15
Pontiac,Montana FWD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.4,-1,15.65842105263158,2300,19,24,17
Toyota,Sienna 2WD,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,3.0,-1,15.65842105263158,2300,19,22,16
Volkswagen,Eurovan,2000,Automatic,2WD,2000-2010,Gas,Van,6.0,2.8,-1,19.834,2950,15,18,13
Chrysler,Town and Country/Voyager/Grand Voy. AWD,2000,Automatic,4WD,2000-2010,Gas,Van,6.0,3.8,-1,17.500588235294117,2600,17,21,15
Dodge,Caravan/Grand Caravan AWD,2000,Automatic,4WD,2000-2010,Gas,Van,6.0,3.8,-1,17.500588235294117,2600,17,21,15
Dodge,Caravan/Grand Caravan AWD,2000,Automatic,4WD,2000-2010,Gas,Van,6.0,3.8,-1,17.500588235294117,2600,17,21,14
Chevrolet,Blazer 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.3,-1,17.500588235294117,2600,17,20,15
Chevrolet,Blazer 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,4.3,-1,16.528333333333336,2450,18,21,15
Chevrolet,Suburban 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.7,-1,21.250714285714285,3150,14,17,12
Chevrolet,Tahoe 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.8,-1,19.834,2950,15,18,13
Chevrolet,Tahoe 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.8,-1,21.250714285714285,3150,14,17,13
Chevrolet,Tahoe 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.7,-1,21.250714285714285,3150,14,16,12
Chevrolet,Tracker 2WD Convertible,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,1.6,-1,12.39625,1850,24,26,22
Chevrolet,Tracker 2WD Convertible,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,13.52318181818182,2000,22,23,20
Chevrolet,Tracker 2WD Convertible,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Chevrolet,Tracker 2WD Hardtop,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,13.52318181818182,2000,22,24,21
Chevrolet,Tracker 2WD Hardtop,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Dodge,Durango 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.7,-1,19.834,2950,15,18,13
Dodge,Durango 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.2,-1,21.250714285714285,3150,14,17,12
Dodge,Durango 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.9,-1,22.885384615384616,3400,13,16,11
Ford,Expedition 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.6,-1,19.834,2950,15,18,13
Ford,Expedition 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.4,-1,22.885384615384616,3400,13,17,12
Ford,Explorer 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,18.594375,2750,16,19,14
Ford,Explorer 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,18.594375,2750,16,19,14
Ford,Explorer 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,16.528333333333336,2450,18,21,16
Ford,Explorer 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.0,-1,19.834,2950,15,18,13
GMC,Yukon 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.8,-1,19.834,2950,15,18,13
GMC,Yukon 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.8,-1,21.250714285714285,3150,14,17,13
GMC,Yukon 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.7,-1,21.250714285714285,3150,14,16,12
GMC,Yukon XL 1500 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.7,-1,21.250714285714285,3150,14,17,12
GMC,Jimmy 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.3,-1,17.500588235294117,2600,17,20,15
GMC,Jimmy 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,4.3,-1,16.528333333333336,2450,18,21,15
Honda,CR-V 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Honda,Passport 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,19,15
Honda,Passport 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,15
Isuzu,Amigo 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.2,-1,15.65842105263158,2300,19,21,18
Isuzu,Amigo 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,14
Isuzu,Rodeo 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.2,-1,15.65842105263158,2300,19,21,18
Isuzu,Rodeo 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,19,15
Isuzu,Rodeo 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,15
Isuzu,Trooper 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.5,-1,19.834,2950,15,17,14
Jeep,Cherokee 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.5,-1,16.528333333333336,2450,18,21,16
Jeep,Cherokee 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.5,-1,14.8755,2200,20,23,18
Jeep,Cherokee 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,17.500588235294117,2600,17,20,14
Jeep,Cherokee 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,16.528333333333336,2450,18,22,16
Jeep,Grand Cherokee 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,17.500588235294117,2600,17,20,15
Jeep,Grand Cherokee 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.7,-1,19.834,2950,15,18,13
Kia,Sportage 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,16.528333333333336,2450,18,20,16
Kia,Sportage 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,15.65842105263158,2300,19,21,18
Lincoln,Navigator 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.4,-1,22.885384615384616,4500,13,16,11
Mercury,Mountaineer 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,18.594375,2750,16,19,14
Mercury,Mountaineer 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.0,-1,19.834,2950,15,18,13
Mitsubishi,Montero Sport 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.0,-1,17.500588235294117,2600,17,19,16
Mitsubishi,Montero Sport 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.5,-1,18.594375,2750,16,19,15
Mitsubishi,Nativa 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,15.65842105263158,2300,19,22,17
Mitsubishi,Nativa 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,14.8755,2200,20,22,19
Mitsubishi,Nativa 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.0,-1,17.500588235294117,2600,17,19,16
Nissan,Pathfinder 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.3,-1,19.834,2950,15,18,14
Nissan,Pathfinder 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,3.3,-1,18.594375,2750,16,17,15
Nissan,Xterra 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,15.65842105263158,2300,19,22,17
Nissan,Xterra V6 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.3,-1,18.594375,2750,16,18,14
Nissan,Xterra V6 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,3.3,-1,18.594375,2750,16,18,15
Suzuki,Grand Vitara 4Door 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,2.5,-1,16.528333333333336,2450,18,19,17
Suzuki,Grand Vitara 4Door 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,6.0,2.5,-1,16.528333333333336,2450,18,20,17
Suzuki,Vitara 2Door 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,1.6,-1,12.935217391304349,1900,23,25,22
Suzuki,Vitara 2Door 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,1.6,-1,12.39625,1850,24,26,22
Suzuki,Vitara 2Door 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Suzuki,Vitara 2Door 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,22,20
Suzuki,Vitara 4Door 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Suzuki,Vitara 4Door 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,19
Toyota,4Runner 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.7,-1,15.65842105263158,2300,19,22,17
Toyota,4Runner 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.7,-1,16.528333333333336,2450,18,21,16
Toyota,4Runner 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.4,-1,17.500588235294117,2600,17,19,16
Toyota,RAV4 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,12.935217391304349,1900,23,26,21
Toyota,RAV4 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,12.935217391304349,1900,23,27,21
Toyota,RAV4 Soft Top 2WD,2000,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,12.935217391304349,1900,23,26,21
Toyota,RAV4 Soft Top 2WD,2000,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,12.935217391304349,1900,23,27,21
BMW,X5,2000,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.4,-1,21.250714285714285,4150,14,16,12
Cadillac,Escalade 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.7,-1,22.885384615384616,3400,13,15,11
Chevrolet,Blazer 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,4.3,-1,18.594375,2750,16,18,14
Chevrolet,Blazer 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,4.3,-1,19.834,2950,15,16,13
Chevrolet,Suburban 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.3,-1,22.885384615384616,3400,13,15,12
Chevrolet,Tahoe 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,4.8,-1,21.250714285714285,3150,14,16,13
Chevrolet,Tahoe 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.250714285714285,3150,14,16,13
Chevrolet,Tahoe 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.7,-1,22.885384615384616,3400,13,15,11
Chevrolet,Tracker 4WD Convertible,2000,Manual,4WD,2000-2010,Gas,SUV,4.0,1.6,-1,12.935217391304349,1900,23,25,22
Chevrolet,Tracker 4WD Convertible,2000,Automatic,4WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Chevrolet,Tracker 4WD Convertible,2000,Manual,4WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Chevrolet,Tracker 4WD Hardtop,2000,Automatic,4WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Chevrolet,Tracker 4WD Hardtop,2000,Manual,4WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,20
Dodge,Durango 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,4.7,-1,21.250714285714285,3150,14,17,12
Dodge,Durango 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.9,-1,24.7925,3700,12,15,11
Ford,Expedition 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,4.6,-1,21.250714285714285,3150,14,17,12
Ford,Expedition 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.4,-1,22.885384615384616,3400,13,15,11
Ford,Explorer 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,4.0,-1,18.594375,2750,16,19,14
Ford,Explorer 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,4.0,-1,19.834,2950,15,18,14
Ford,Explorer 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,4.0,-1,18.594375,2750,16,19,15
Ford,Explorer 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.0,-1,19.834,2950,15,18,13
GMC,Jimmy 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,4.3,-1,18.594375,2750,16,18,14
GMC,Jimmy 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,4.3,-1,19.834,2950,15,16,13
GMC,Yukon 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,4.8,-1,21.250714285714285,3150,14,16,13
GMC,Yukon 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.250714285714285,3150,14,16,13
GMC,Yukon 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.7,-1,22.885384615384616,3400,13,15,11
GMC,Yukon XL 1500 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.3,-1,22.885384615384616,3400,13,15,12
Honda,CR-V 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,19
Honda,CR-V 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.167142857142858,2100,21,23,19
Honda,Passport 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,19,14
Honda,Passport 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,15
Infiniti,QX4 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,3.3,-1,19.834,2950,15,17,13
Isuzu,Amigo 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,14
Isuzu,Amigo 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,15
Isuzu,Rodeo 4WD,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,19,14
Isuzu,Rodeo 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,3.2,-1,18.594375,2750,16,18,15
Isuzu,Trooper,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,3.5,-1,19.834,2950,15,17,13
Isuzu,Trooper,2000,Manual,4WD,2000-2010,Gas,SUV,6.0,3.5,-1,19.834,2950,15,17,14
Isuzu,Vehicross,2000,Automatic,4WD,2000-2010,Gas,SUV,6.0,3.5,-1,19.834,2950,15,17,13
Jeep,Cherokee 4WD,2000,Manual,4WD,2000-2010,Gas,SUV,4.0,2.5,-1,17.500588235294117,2600,17,19,16
